nct_id,overall_status,phase,intervention_names,condition_mesh,study_type,sponsor,enrollment_count,start_date,completion_date,primary_completion_date,gender,min_age,max_age,allocation,masking
NCT00825084,COMPLETED,PHASE1,,,INTERVENTIONAL,,45.0,2009-02,2009-05,2009-05,,18 Years,55 Years,RANDOMIZED,DOUBLE
NCT03872284,COMPLETED,,,,OBSERVATIONAL,,2.0,2020-01-22,2020-02-26,2020-02-26,,18 Years,70 Years,,
NCT01686984,COMPLETED,NA,,,INTERVENTIONAL,,8.0,2012-09,2015-05,2015-05,,18 Years,,NA,NONE
NCT06298084,RECRUITING,PHASE1|PHASE2,,,INTERVENTIONAL,,152.0,2024-03-21,2029-06,2027-09,,18 Years,,NON_RANDOMIZED,NONE
NCT01554384,COMPLETED,NA,,,INTERVENTIONAL,,1472.0,2010-10,2012-07,2012-07,,18 Years,,RANDOMIZED,NONE
NCT06049784,RECRUITING,NA,,,INTERVENTIONAL,,261.0,2023-12-31,2026-12,2026-09,,18 Years,,RANDOMIZED,SINGLE
NCT02629484,COMPLETED,NA,,,INTERVENTIONAL,,100.0,2016-02-01,2018-01-26,2017-01-26,,,,RANDOMIZED,SINGLE
NCT01800084,COMPLETED,NA,,,INTERVENTIONAL,,75.0,2013-08,2014-05,2014-05,,18 Years,,NA,NONE
NCT00253084,COMPLETED,PHASE2,,,INTERVENTIONAL,,12.0,2005-11,2007-12,2007-12,,30 Years,,RANDOMIZED,TRIPLE
NCT01545284,COMPLETED,PHASE2|PHASE3,,,INTERVENTIONAL,,9.0,2012-03,2014-01,2014-01,,18 Years,,NA,NONE
NCT01407484,COMPLETED,NA,,,INTERVENTIONAL,,200.0,2011-03-02,2015-05-14,2015-05-14,,18 Years,,RANDOMIZED,DOUBLE
NCT06643884,NOT_YET_RECRUITING,PHASE2,,,INTERVENTIONAL,,24.0,2024-10-25,2026-12-30,2026-01-31,,18 Years,,NON_RANDOMIZED,NONE
NCT04292184,COMPLETED,PHASE1,,,INTERVENTIONAL,,18.0,2021-03-21,2022-11-01,2022-11-01,,18 Years,,RANDOMIZED,NONE
NCT03205384,COMPLETED,,,,OBSERVATIONAL,,500.0,2017-01,2019-06,2019-06,,65 Years,110 Years,,
NCT06239584,RECRUITING,NA,,,INTERVENTIONAL,,30.0,2022-10-19,2024-02-02,2024-02-02,,18 Years,,NA,NONE
NCT06025084,COMPLETED,PHASE1,,,INTERVENTIONAL,,24.0,2022-12-01,2023-03-30,2023-03-15,,20 Years,55 Years,RANDOMIZED,SINGLE
NCT05124184,COMPLETED,,,,OBSERVATIONAL,,356.0,2022-01-24,2024-07-22,2024-07-22,,18 Years,,,
NCT06844084,NOT_YET_RECRUITING,NA,,,INTERVENTIONAL,,42.0,2025-03-03,2025-08-01,2025-07-01,,65 Years,,RANDOMIZED,DOUBLE
NCT02725684,COMPLETED,,,,OBSERVATIONAL,,36.0,2015-03-12,2017-07-07,2017-07-07,,3 Years,100 Years,,
NCT02365584,TERMINATED,PHASE2,,,INTERVENTIONAL,,43.0,2015-01,2018-01-16,2018-01-16,,18 Years,,RANDOMIZED,NONE
NCT03824184,RECRUITING,NA,,,INTERVENTIONAL,,300.0,2019-02-02,2024-06-20,2024-05-03,,20 Years,40 Years,RANDOMIZED,QUADRUPLE
NCT01677884,COMPLETED,PHASE2,,,INTERVENTIONAL,,10.0,2012-11,2016-02,2016-02,,18 Years,75 Years,NA,NONE
NCT04450784,UNKNOWN,,,,OBSERVATIONAL,,40.0,2020-09-01,2024-09-01,2024-09-01,,,18 Years,,
NCT00399984,COMPLETED,NA,,,INTERVENTIONAL,,40.0,2004-04,2009-06,2009-06,,18 Years,,RANDOMIZED,SINGLE
NCT03503084,COMPLETED,NA,,,INTERVENTIONAL,,40.0,2009-05-01,2009-12-31,2009-11-30,,,,NA,NONE
NCT01541384,COMPLETED,NA,,,INTERVENTIONAL,,120.0,2012-02,2015-09,2014-09,,18 Years,,RANDOMIZED,SINGLE
NCT05429684,UNKNOWN,PHASE3,,,INTERVENTIONAL,,120.0,2021-01-01,2024-02-28,2024-02-28,,18 Years,70 Years,NON_RANDOMIZED,NONE
NCT03324984,COMPLETED,PHASE2,,,INTERVENTIONAL,,110.0,2019-09-11,2023-02-01,2023-02-01,,18 Years,,RANDOMIZED,TRIPLE
NCT03397784,UNKNOWN,,,,OBSERVATIONAL,,70.0,2018-02-03,2019-12-31,2019-12-31,,18 Years,,,
NCT06142084,RECRUITING,NA,,,INTERVENTIONAL,,11.0,2024-04,2024-12,2024-12,,18 Years,75 Years,RANDOMIZED,TRIPLE
NCT06924684,ACTIVE_NOT_RECRUITING,PHASE2,,,INTERVENTIONAL,,66.0,2024-12-02,2025-07-02,2025-06-23,,18 Years,75 Years,RANDOMIZED,DOUBLE
NCT05172284,NOT_YET_RECRUITING,,,,OBSERVATIONAL,,2000.0,2022-02,2026-12,2023-02,,,,,
NCT06753084,COMPLETED,PHASE1,,,INTERVENTIONAL,,22.0,2023-11-01,2024-07-25,2024-07-01,,20 Years,40 Years,RANDOMIZED,SINGLE
NCT03258684,COMPLETED,NA,,,INTERVENTIONAL,,80.0,2017-09-25,2019-02-02,2019-02-02,,18 Years,,RANDOMIZED,DOUBLE
NCT04965584,UNKNOWN,,,,OBSERVATIONAL,,60.0,2021-08-01,2022-07-31,2022-03-01,,,,,
NCT00142584,COMPLETED,PHASE3,,,INTERVENTIONAL,,336.0,2005-08,2008-03,2008-03,,18 Years,,RANDOMIZED,NONE
NCT02351284,UNKNOWN,,,,OBSERVATIONAL,,300.0,2019-01-12,2022-12,2022-11,,18 Years,,,
NCT04264884,APPROVED_FOR_MARKETING,,,,EXPANDED_ACCESS,,,,,,,,,,
NCT00203684,UNKNOWN,PHASE1|PHASE2,,,INTERVENTIONAL,,,,,,,18 Years,50 Years,RANDOMIZED,DOUBLE
NCT00935584,COMPLETED,NA,,,INTERVENTIONAL,,151.0,2010-05,2013-04,2013-02,,18 Years,,NA,NONE
NCT01793584,COMPLETED,NA,,,INTERVENTIONAL,,100.0,2013-02,2016-12-31,2016-12-31,,18 Years,80 Years,RANDOMIZED,NONE
NCT04428684,COMPLETED,PHASE1,,,INTERVENTIONAL,,80.0,2018-10-29,2020-06-07,2020-04-01,,,,RANDOMIZED,SINGLE
NCT04221984,COMPLETED,,,,OBSERVATIONAL,,129.0,2019-11-12,2020-05-19,2020-05-19,,18 Years,,,
NCT02249884,COMPLETED,PHASE2,,,INTERVENTIONAL,,30.0,2014-02,2015-11,2015-03,,18 Years,,RANDOMIZED,DOUBLE
NCT00821184,TERMINATED,PHASE3,,,INTERVENTIONAL,,12.0,2006-09,2008-09,2008-09,,18 Years,80 Years,RANDOMIZED,NONE
NCT03867084,ACTIVE_NOT_RECRUITING,PHASE3,,,INTERVENTIONAL,,950.0,2019-05-28,2029-08-31,2027-10-31,,18 Years,,RANDOMIZED,DOUBLE
NCT03685084,COMPLETED,PHASE1,,,INTERVENTIONAL,,56.0,2013-10-10,2014-01-13,2014-01-13,,18 Years,45 Years,RANDOMIZED,QUADRUPLE
NCT01883284,COMPLETED,NA,,,INTERVENTIONAL,,39.0,2012-01,2014-11,2014-11,,12 Years,,NON_RANDOMIZED,NONE
NCT06885684,NOT_YET_RECRUITING,NA,,,INTERVENTIONAL,,95.0,2025-06-30,2027-06-30,2027-02-28,,8 Years,11 Years,RANDOMIZED,DOUBLE
NCT00591084,COMPLETED,PHASE2,,,INTERVENTIONAL,,199.0,2005-09,2006-09,2006-06,,18 Years,75 Years,RANDOMIZED,DOUBLE
NCT05167084,COMPLETED,EARLY_PHASE1,,,INTERVENTIONAL,,20.0,2022-02-08,2023-06-08,2023-06-08,,18 Years,40 Years,RANDOMIZED,DOUBLE
NCT06831084,RECRUITING,NA,,,INTERVENTIONAL,,17.0,2025-05-01,2026-05-31,2026-05-31,,18 Years,,NA,NONE
NCT04682184,COMPLETED,NA,,,INTERVENTIONAL,,21.0,2021-01-27,2021-03-25,2021-03-25,,21 Years,65 Years,RANDOMIZED,NONE
NCT03236584,UNKNOWN,PHASE3,,,INTERVENTIONAL,,76.0,2015-09-01,2019-03-30,2018-03-30,,19 Years,,RANDOMIZED,NONE
NCT03678584,COMPLETED,NA,,,INTERVENTIONAL,,300.0,2018-09-25,2019-05-03,2019-05-02,,18 Years,42 Years,RANDOMIZED,TRIPLE
NCT05226884,COMPLETED,,,,OBSERVATIONAL,,310.0,2021-11-30,2022-08-06,2022-08-06,,40 Years,,,
NCT06682884,NOT_YET_RECRUITING,PHASE2,,,INTERVENTIONAL,,25.0,2024-11-15,2027-05-31,2026-04-30,,18 Years,,NA,NONE
NCT05081284,RECRUITING,NA,,,INTERVENTIONAL,,40.0,2021-11-01,2025-11,2024-11,,18 Years,,RANDOMIZED,SINGLE
NCT01485484,COMPLETED,,,,OBSERVATIONAL,,161.0,2011-07-28,2015-07-07,2015-07-07,,18 Years,,,
NCT03852784,COMPLETED,,,,OBSERVATIONAL,,33.0,2019-01-01,2020-04-01,2019-03-01,,18 Years,100 Years,,
NCT04904484,NOT_YET_RECRUITING,NA,,,INTERVENTIONAL,,30.0,2024-06-01,2025-10-01,2025-06-01,,18 Years,,NON_RANDOMIZED,NONE
NCT02663284,COMPLETED,NA,,,INTERVENTIONAL,,30.0,2012-04,2014-03,2014-03,,18 Years,,NA,NONE
NCT01887184,COMPLETED,PHASE3,,,INTERVENTIONAL,,50.0,2009-01,2010-04,2010-03,,18 Years,60 Years,RANDOMIZED,QUADRUPLE
NCT05908084,RECRUITING,PHASE3,,,INTERVENTIONAL,,150.0,2023-09-07,2027-10,2026-10,,18 Years,,RANDOMIZED,SINGLE
NCT02317484,COMPLETED,,,,OBSERVATIONAL,,231.0,2014-11,2018-02-28,2017-11-21,,20 Years,79 Years,,
NCT06663384,RECRUITING,NA,,,INTERVENTIONAL,,50.0,2024-12-01,2027-11-01,2026-11-01,,18 Years,,NON_RANDOMIZED,NONE
NCT06399484,NOT_YET_RECRUITING,NA,,,INTERVENTIONAL,,30.0,2024-06-15,2024-12-15,2024-09-15,,18 Years,,RANDOMIZED,DOUBLE
NCT03769584,COMPLETED,,,,OBSERVATIONAL,,31.0,2018-12-15,2019-12-31,2019-04-09,,18 Years,,,
NCT04709484,COMPLETED,NA,,,INTERVENTIONAL,,66.0,2021-03-11,2021-08-01,2021-06-01,,18 Years,75 Years,RANDOMIZED,DOUBLE
NCT03357484,UNKNOWN,NA,,,INTERVENTIONAL,,30.0,2017-03-01,2018-05-01,2017-12-01,,18 Years,60 Years,RANDOMIZED,DOUBLE
NCT05940584,RECRUITING,NA,,,INTERVENTIONAL,,285.0,2023-07-14,2025-01-14,2025-01-01,,18 Years,99 Years,RANDOMIZED,SINGLE
NCT03677284,UNKNOWN,NA,,,INTERVENTIONAL,,74.0,2018-09-30,2022-12-31,2022-11-15,,60 Years,,RANDOMIZED,DOUBLE
NCT06678984,NOT_YET_RECRUITING,PHASE3,,,INTERVENTIONAL,,96.0,2025-05-01,2028-05-01,2028-05-01,,18 Years,85 Years,RANDOMIZED,NONE
NCT00025584,COMPLETED,PHASE2,,,INTERVENTIONAL,,35.0,2001-08,,2004-08,,18 Years,,NA,NONE
NCT04202484,UNKNOWN,PHASE2,,,INTERVENTIONAL,,20.0,2020-02-01,2023-02-01,2022-02-01,,18 Years,80 Years,NA,NONE
NCT01527084,COMPLETED,NA,,,INTERVENTIONAL,,40.0,2011-07,2012-12,2012-12,,14 Years,85 Years,RANDOMIZED,NONE
NCT06979284,NOT_YET_RECRUITING,NA,,,INTERVENTIONAL,,772.0,2025-07-01,2030-10,2030-07,,18 Years,,RANDOMIZED,SINGLE
NCT05060484,UNKNOWN,PHASE2,,,INTERVENTIONAL,,1800.0,2021-10-19,2022-07-31,2022-05-31,,18 Years,45 Years,RANDOMIZED,TRIPLE
NCT05817084,COMPLETED,NA,,,INTERVENTIONAL,,24.0,2022-04-01,2024-03-30,2024-03-30,,20 Years,50 Years,RANDOMIZED,NONE
NCT03609684,COMPLETED,NA,,,INTERVENTIONAL,,51.0,2018-08-24,2018-12-25,2018-12-25,,7 Years,9 Years,NON_RANDOMIZED,SINGLE
NCT04188184,COMPLETED,NA,,,INTERVENTIONAL,,60.0,2019-12-04,2020-04-10,2020-04-10,,18 Years,60 Years,RANDOMIZED,DOUBLE
NCT05991284,RECRUITING,PHASE4,,,INTERVENTIONAL,,110.0,2024-02-29,2026-12-01,2026-09-01,,18 Years,95 Years,RANDOMIZED,SINGLE
NCT03180684,COMPLETED,PHASE2,,,INTERVENTIONAL,,33.0,2017-08-31,2020-12-18,2020-07-23,,18 Years,,RANDOMIZED,NONE
NCT02574884,COMPLETED,NA,,,INTERVENTIONAL,,8.0,2011-08,2013-07,2013-01,,18 Years,,NON_RANDOMIZED,NONE
NCT01520584,UNKNOWN,NA,,,INTERVENTIONAL,,40.0,2012-01,2016-01,2014-01,,20 Years,50 Years,RANDOMIZED,TRIPLE
NCT01610284,COMPLETED,PHASE3,,,INTERVENTIONAL,,1147.0,2012-08-07,2019-04-19,2015-04-29,,18 Years,,RANDOMIZED,QUADRUPLE
NCT04715984,RECRUITING,NA,,,INTERVENTIONAL,,75.0,2021-06-02,2026-02,2026-02,,40 Years,,NA,NONE
NCT03863184,ACTIVE_NOT_RECRUITING,PHASE2,,,INTERVENTIONAL,,37.0,2019-10-11,2027-09,2024-04-25,,18 Years,,NON_RANDOMIZED,NONE
NCT00104884,TERMINATED,PHASE2,,,INTERVENTIONAL,,4.0,2005-10-04,2009-03,2006-05,,18 Years,,NA,NONE
NCT06212284,COMPLETED,NA,,,INTERVENTIONAL,,31.0,2018-02-18,2018-11-14,2018-11-13,,18 Years,35 Years,RANDOMIZED,QUADRUPLE
NCT03148184,COMPLETED,,,,OBSERVATIONAL,,96.0,2016-11,2019-02,2019-02,,18 Years,60 Years,,
NCT02252484,COMPLETED,NA,,,INTERVENTIONAL,,20.0,2014-10,2016-06,2016-06,,50 Years,72 Years,NON_RANDOMIZED,NONE
NCT00698984,COMPLETED,NA,,,INTERVENTIONAL,,70.0,2007-01,2009-01,2009-01,,45 Years,55 Years,RANDOMIZED,QUADRUPLE
NCT06717984,RECRUITING,,,,OBSERVATIONAL,,500.0,2024-01-11,2025-02-11,2025-02-11,,,,,
NCT05767684,RECRUITING,PHASE1,,,INTERVENTIONAL,,12.0,2023-06-01,2026-03-30,2025-03-30,,20 Years,,RANDOMIZED,NONE
NCT06467084,RECRUITING,PHASE3,,,INTERVENTIONAL,,36.0,2024-06-24,2027-08-31,2027-08-31,,2 Years,11 Years,NON_RANDOMIZED,NONE
NCT06040684,COMPLETED,,,,OBSERVATIONAL,,30.0,2018-08-01,2021-12-31,2021-11-30,,18 Years,,,
NCT03421184,COMPLETED,NA,,,INTERVENTIONAL,,63.0,2018-11-26,2023-06-26,2023-06-26,,18 Years,,NON_RANDOMIZED,NONE
NCT01840384,UNKNOWN,NA,,,INTERVENTIONAL,,239.0,2013-07,2015-03,2015-03,,8 Months,10 Months,RANDOMIZED,DOUBLE
NCT02859584,COMPLETED,NA,,,INTERVENTIONAL,,111.0,2011-08,2014-02,2014-02,,18 Years,75 Years,NON_RANDOMIZED,NONE
NCT05043584,COMPLETED,NA,,,INTERVENTIONAL,,78.0,2021-09-15,2023-12-01,2023-12-01,,18 Years,,NA,NONE
NCT06909084,COMPLETED,NA,,,INTERVENTIONAL,,60.0,2024-01-01,2024-12-31,2024-09-30,,5 Years,14 Years,RANDOMIZED,NONE
NCT05117684,COMPLETED,,,,OBSERVATIONAL,,33.0,2021-11-05,2021-12-20,2021-12-20,,18 Years,70 Years,,
NCT00238784,COMPLETED,PHASE3,,,INTERVENTIONAL,,1300.0,2004-05,2005-10,2005-10,,12 Years,,RANDOMIZED,NONE
NCT07080684,NOT_YET_RECRUITING,PHASE4,,,INTERVENTIONAL,,1000.0,2025-12-01,2027-09,2026-12,,18 Years,,RANDOMIZED,NONE
NCT02511184,TERMINATED,PHASE1,,,INTERVENTIONAL,,9.0,2015-10,2017-12,2017-12,,18 Years,,,NONE
NCT03774784,TERMINATED,,,,OBSERVATIONAL,,26.0,2019-01-29,2020-05-18,2020-05-18,,18 Years,,,
NCT00047684,COMPLETED,NA,,,INTERVENTIONAL,,20.0,2001-11,2002-11,,,18 Years,65 Years,NON_RANDOMIZED,NONE
NCT02004184,TERMINATED,PHASE3,,,INTERVENTIONAL,,230.0,2013-12,2018-03,2018-03,,18 Years,,RANDOMIZED,NONE
NCT00918684,COMPLETED,PHASE4,,,INTERVENTIONAL,,116.0,2002-12,2010-05,2010-05,,60 Years,85 Years,NA,NONE
NCT03734484,WITHDRAWN,PHASE2,,,INTERVENTIONAL,,,2022-05-01,2023-03-01,2022-11-30,,18 Years,,RANDOMIZED,TRIPLE
NCT01376284,COMPLETED,,,,OBSERVATIONAL,,1000.0,2010-12,2014-06,2013-10,,15 Years,,,
NCT05372484,RECRUITING,NA,,,INTERVENTIONAL,,678.0,2021-03-24,2028-03-30,2028-03-30,,25 Years,49 Years,NA,NONE
NCT06044584,RECRUITING,,,,OBSERVATIONAL,,150.0,2023-09-29,2028-12-31,2028-12-15,,18 Years,80 Years,,
NCT04455984,UNKNOWN,,,,OBSERVATIONAL,,190.0,2017-05-01,2020-08-01,2020-08-01,,18 Years,,,
NCT05268484,RECRUITING,NA,,,INTERVENTIONAL,,45.0,2019-06-26,2024-12-31,2024-12-31,,18 Years,70 Years,RANDOMIZED,NONE
NCT00185484,COMPLETED,PHASE3,,,INTERVENTIONAL,,1113.0,2004-03,2006-01,,,18 Years,35 Years,NON_RANDOMIZED,NONE
NCT05618184,COMPLETED,,,,OBSERVATIONAL,,250.0,2024-05-08,2024-12-02,2024-10-21,,18 Years,,,
NCT03370484,COMPLETED,NA,,,INTERVENTIONAL,,6.0,2017-10-01,2018-02-28,2018-01-31,,18 Years,65 Years,RANDOMIZED,TRIPLE
NCT00809484,COMPLETED,,,,OBSERVATIONAL,,220.0,2004-05,2007-02,2007-02,,18 Years,80 Years,,
NCT06438484,COMPLETED,,,,OBSERVATIONAL,,43.0,2023-01-01,2023-06-30,2023-06-30,,18 Years,,,
NCT06017284,RECRUITING,PHASE3,,,INTERVENTIONAL,,100.0,2023-11-01,2026-11-30,2025-11-30,,18 Years,80 Years,RANDOMIZED,DOUBLE
NCT00068484,COMPLETED,PHASE1,,,INTERVENTIONAL,,25.0,2003-07,,2006-02,,18 Years,,NA,NONE
NCT00921284,COMPLETED,PHASE3,,,INTERVENTIONAL,,66.0,2009-06,2011-07,2011-07,,18 Years,,RANDOMIZED,TRIPLE
NCT01178684,COMPLETED,,,,OBSERVATIONAL,,113.0,2010-05,2012-12,2012-11,,18 Years,,,
NCT02128984,COMPLETED,NA,,,INTERVENTIONAL,,109.0,2012-01,2015-05,2015-02,,1 Year,,RANDOMIZED,QUADRUPLE
NCT04704284,COMPLETED,NA,,,INTERVENTIONAL,,12.0,2020-04-14,2024-05-17,2024-05-17,,,18 Years,NA,NONE
NCT02329184,COMPLETED,PHASE1,,,INTERVENTIONAL,,15.0,2014-12,2016-04,2016-03,,18 Years,65 Years,NA,NONE
NCT06296784,COMPLETED,NA,,,INTERVENTIONAL,,36.0,2021-05-26,2021-11-15,2021-11-15,,18 Years,,RANDOMIZED,NONE
NCT04128384,UNKNOWN,NA,,,INTERVENTIONAL,,200.0,2018-06-21,2023-01-31,2021-12-31,,,,NA,NONE
NCT06662084,RECRUITING,,,,OBSERVATIONAL,,46.0,2024-10,2026-07,2026-07,,18 Years,,,
NCT03145584,COMPLETED,NA,,,INTERVENTIONAL,,40.0,2015-07,2015-12-31,2015-12-20,,18 Years,,RANDOMIZED,QUADRUPLE
NCT01347684,WITHDRAWN,PHASE3,,,INTERVENTIONAL,,,2012-04,2015-07,2015-07,,18 Years,65 Years,RANDOMIZED,SINGLE
NCT06334484,NOT_YET_RECRUITING,,,,OBSERVATIONAL,,100.0,2024-03-26,2026-03-26,2025-09-26,,18 Years,,,
NCT00289484,UNKNOWN,PHASE2,,,INTERVENTIONAL,,52.0,2006-02,,,,18 Years,65 Years,RANDOMIZED,DOUBLE
NCT02459184,UNKNOWN,NA,,,INTERVENTIONAL,,284.0,2017-09-01,2022-01-31,2021-07-09,,18 Years,,RANDOMIZED,NONE
NCT05317884,COMPLETED,NA,,,INTERVENTIONAL,,1186.0,2022-05-16,2022-09-13,2022-09-13,,18 Years,,RANDOMIZED,DOUBLE
NCT03070184,COMPLETED,PHASE2,,,INTERVENTIONAL,,80.0,2017-04-30,2024-04-30,2023-12-31,,18 Years,40 Years,NON_RANDOMIZED,SINGLE
NCT03649984,COMPLETED,NA,,,INTERVENTIONAL,,134.0,2017-10-17,2019-04-12,2019-04-12,,18 Years,,RANDOMIZED,NONE
NCT04492384,COMPLETED,,,,OBSERVATIONAL,,6396.0,2020-06-29,2021-11-29,2020-11-29,,18 Years,,,
NCT01720784,COMPLETED,NA,,,INTERVENTIONAL,,24.0,2012-10,2013-07,2013-03,,18 Years,55 Years,RANDOMIZED,QUADRUPLE
NCT01939184,COMPLETED,PHASE2,,,INTERVENTIONAL,,796.0,2013-08,2014-04,2014-03,,45 Years,,RANDOMIZED,DOUBLE
NCT02461784,TERMINATED,,,,OBSERVATIONAL,,30.0,2016-01-21,2020-03-10,2020-03-10,,18 Years,40 Years,,
NCT06287684,RECRUITING,,,,OBSERVATIONAL,,460.0,2023-09-13,2028-12-30,2028-12-30,,18 Years,,,
NCT03275584,RECRUITING,PHASE4,,,INTERVENTIONAL,,20000.0,2018-01-30,2028-01,2028-01,,18 Years,,NA,NONE
NCT00072384,COMPLETED,PHASE3,,,INTERVENTIONAL,,30.0,2007-04-16,2021-06-30,2013-02-01,,,17 Years,NA,NONE
NCT03829384,COMPLETED,PHASE1,,,INTERVENTIONAL,,39.0,2019-01-22,2021-06-07,2021-06-07,,18 Years,50 Years,RANDOMIZED,QUADRUPLE
NCT03921684,RECRUITING,PHASE2,,,INTERVENTIONAL,,29.0,2019-04,2025-10,2021-04,,18 Years,,NA,NONE
NCT06151184,RECRUITING,NA,,,INTERVENTIONAL,,10.0,2024-01-27,2026-07-31,2026-03,,18 Years,,NA,NONE
NCT01790984,COMPLETED,NA,,,INTERVENTIONAL,,27.0,2009-04,2012-09,2011-08,,18 Years,65 Years,RANDOMIZED,NONE
NCT06937684,RECRUITING,NA,,,INTERVENTIONAL,,180.0,2024-11-01,2025-07-31,2025-07-31,,1 Year,8 Years,RANDOMIZED,SINGLE
NCT00526084,UNKNOWN,,,,OBSERVATIONAL,,500.0,2007-03,2009-12,,,1 Year,18 Years,,
NCT01753284,COMPLETED,,,,OBSERVATIONAL,,40.0,2013-01,2018-12,2018-10,,16 Years,35 Years,,
NCT02455284,COMPLETED,NA,,,INTERVENTIONAL,,134.0,2015-10,2021-02,2021-02,,82 Years,,NA,NONE
NCT00321984,COMPLETED,PHASE3,,,INTERVENTIONAL,,947.0,2006-06,2006-12,2006-12,,18 Years,,RANDOMIZED,TRIPLE
NCT03168984,COMPLETED,PHASE1,,,INTERVENTIONAL,,48.0,2017-05-05,2017-08-14,2017-08-14,,20 Years,55 Years,RANDOMIZED,QUADRUPLE
NCT00978484,UNKNOWN,PHASE3,,,INTERVENTIONAL,,150.0,2009-09,2014-10,2014-09,,18 Years,65 Years,RANDOMIZED,SINGLE
NCT01748084,COMPLETED,PHASE2|PHASE3,,,INTERVENTIONAL,,22.0,2013-04-09,2016-04-18,2016-04-18,,18 Years,80 Years,RANDOMIZED,TRIPLE
NCT00727584,COMPLETED,NA,,,INTERVENTIONAL,,100.0,2007-11,2009-08,2009-02,,18 Years,,RANDOMIZED,
NCT02814084,COMPLETED,NA,,,INTERVENTIONAL,,80.0,2016-09-13,2020-02-09,2020-02-09,,18 Years,,RANDOMIZED,NONE
NCT04285684,COMPLETED,EARLY_PHASE1,,,INTERVENTIONAL,,4.0,2019-12-20,2021-01-05,2021-01-05,,21 Years,45 Years,NA,NONE
NCT01676584,COMPLETED,PHASE1,,,INTERVENTIONAL,,56.0,2012-09,2012-12,2012-12,,18 Years,45 Years,RANDOMIZED,DOUBLE
NCT06303284,NOT_YET_RECRUITING,PHASE1|PHASE2,,,INTERVENTIONAL,,80.0,2025-01-01,2027-06-01,2026-12-31,,60 Years,,RANDOMIZED,DOUBLE
NCT04268784,COMPLETED,PHASE1,,,INTERVENTIONAL,,96.0,2020-02-20,2021-08-03,2021-08-03,,18 Years,50 Years,RANDOMIZED,DOUBLE
NCT03993184,COMPLETED,NA,,,INTERVENTIONAL,,30.0,2018-04-17,2021-12-01,2021-12-01,,18 Years,65 Years,RANDOMIZED,NONE
NCT06325384,RECRUITING,NA,,,INTERVENTIONAL,,500.0,2025-02-10,2025-12-31,2025-10-31,,18 Years,100 Years,RANDOMIZED,DOUBLE
NCT02872584,UNKNOWN,,,,OBSERVATIONAL,,20.0,2016-09,2018-09,2017-09,,18 Years,,,
NCT02382484,COMPLETED,NA,,,INTERVENTIONAL,,19.0,2011-03,2012-03,2012-03,,18 Years,,NA,NONE
NCT03114384,UNKNOWN,NA,,,INTERVENTIONAL,,15.0,2017-04-14,2017-07-30,2017-07-30,,18 Years,,NA,NONE
NCT04723784,TERMINATED,NA,,,INTERVENTIONAL,,24.0,2020-07-15,2023-05-31,2022-09-15,,24 Months,21 Years,NA,NONE
NCT04691284,RECRUITING,NA,,,INTERVENTIONAL,,100.0,2021-03-01,2026-12,2025-12,,18 Years,,NA,NONE
NCT06729684,RECRUITING,NA,,,INTERVENTIONAL,,72.0,2024-11-13,2025-05-31,2025-05-31,,18 Years,65 Years,RANDOMIZED,NONE
NCT01521884,COMPLETED,,,,OBSERVATIONAL,,62.0,2010-11,2014-02,2014-02,,18 Years,,,
NCT00337584,COMPLETED,NA,,,INTERVENTIONAL,,,2005-12,2007-06,,,18 Years,,NON_RANDOMIZED,NONE
NCT05450484,UNKNOWN,PHASE1,,,INTERVENTIONAL,,31.0,2023-04-05,2024-12,2024-12,,18 Years,,NA,NONE
NCT00003884,COMPLETED,PHASE3,,,INTERVENTIONAL,,600.0,1998-08,2001-01,2001-01,,18 Years,,RANDOMIZED,
NCT06255184,RECRUITING,NA,,,INTERVENTIONAL,,80.0,2024-01-01,2024-04-15,2024-04-01,,60 Years,,RANDOMIZED,SINGLE
NCT03057184,COMPLETED,NA,,,INTERVENTIONAL,,120.0,2017-02-12,2018-12-31,2017-12-12,,,,RANDOMIZED,SINGLE
NCT04383184,COMPLETED,,,,OBSERVATIONAL,,30.0,2010-01-01,2018-12-30,2018-12-30,,1 Month,57 Months,,
NCT05029284,COMPLETED,NA,,,INTERVENTIONAL,,11.0,2021-12-20,2024-03-18,2024-03-18,,18 Years,,NA,NONE
NCT06205784,RECRUITING,NA,,,INTERVENTIONAL,,48.0,2024-01-06,2025-03,2025-03,,20 Years,85 Years,RANDOMIZED,SINGLE
NCT05785884,RECRUITING,NA,,,INTERVENTIONAL,,200.0,2023-02-01,2027-06-30,2027-06-30,,40 Years,75 Years,RANDOMIZED,NONE
NCT01016184,COMPLETED,PHASE4,,,INTERVENTIONAL,,358.0,2009-09,2012-03,2012-03,,25 Years,65 Years,RANDOMIZED,QUADRUPLE
NCT02639884,COMPLETED,NA,,,INTERVENTIONAL,,51.0,2015-12,2017-10,2017-10,,19 Years,,NA,NONE
NCT05906784,COMPLETED,NA,,,INTERVENTIONAL,,44.0,2023-04-28,2023-12-04,2023-12-04,,18 Years,,RANDOMIZED,SINGLE
NCT05382884,COMPLETED,PHASE2,,,INTERVENTIONAL,,103.0,2022-04-20,2023-05-01,2023-04-01,,19 Years,,RANDOMIZED,NONE
